k,stage,traceP,rcondP,K_norm,y_norm
56,post_predict,0.133420730526,5.96177970389e-09,NaN,NaN
NaN,baro_post,0.132605089891,1.5332763942e-09,0.0270111597617,5.43550055805
57,post_predict,0.133275745933,5.82703896729e-09,NaN,NaN
58,post_predict,0.13396380615,5.7743808733e-09,NaN,NaN
59,post_predict,0.134662905565,5.72300665066e-09,NaN,NaN
60,post_predict,0.135364479257,5.67296550611e-09,NaN,NaN
NaN,baro_post,0.134796426564,1.37433117799e-09,0.0202611006014,6.04774345304
60,gps_pre,0.134796426841,5.6080897457e-09,1.45730454743,2.21755498522
61,post_predict,0.135512804746,5.55618984572e-09,NaN,NaN
62,post_predict,0.136245444509,5.50681072283e-09,NaN,NaN
63,post_predict,0.136983786602,5.45913394783e-09,NaN,NaN
64,post_predict,0.13774156589,5.41243458583e-09,NaN,NaN
NaN,baro_post,0.137182476171,1.23736883152e-09,0.0189808946485,2.79452289415
65,post_predict,0.137942858472,5.30777673303e-09,NaN,NaN
66,post_predict,0.138724549138,5.26262773646e-09,NaN,NaN
67,post_predict,0.139516307523,5.21917788508e-09,NaN,NaN
68,post_predict,0.140307404219,5.17764970868e-09,NaN,NaN
69,post_predict,0.141115341106,5.13731403259e-09,NaN,NaN
70,post_predict,0.141943631469,5.09831414986e-09,NaN,NaN
70,gps_pre,0.141943631469,5.09831414928e-09,1.47249239688,3.71358259587
71,post_predict,0.142786651974,5.06091178265e-09,NaN,NaN
72,post_predict,0.143615609662,5.02515190548e-09,NaN,NaN
NaN,baro_post,0.142925831758,1.03273934083e-09,0.0202775665195,2.86897902765
73,post_predict,0.143719408342,4.9376430827e-09,NaN,NaN
74,post_predict,0.144589755048,4.90444881304e-09,NaN,NaN
75,post_predict,0.145466297728,4.87346691659e-09,NaN,NaN
NaN,accel_post,0.102535616121,0.000268623836095,0.341045373914,0.261736089657
NaN,mag_post,0.102535616121,0.000268623836095,0.341045373914,0.261736089657
76,post_predict,0.102607649069,0.000274247969165,NaN,NaN
NaN,baro_post,0.102253250091,0.000269230062915,0.0130580699422,3.87732809236
77,post_predict,0.102326151058,0.000274855505643,NaN,NaN
78,post_predict,0.102399757054,0.000280402505201,NaN,NaN
79,post_predict,0.10247433182,0.0002858673771,NaN,NaN
NaN,accel_post,0.100580848373,3.75153110493e-09,0.543925571111,0.051343664282
NaN,mag_post,0.100580848373,3.75153110493e-09,0.543925571111,0.051343664282
80,post_predict,0.100642897308,1.3900311359e-05,NaN,NaN
NaN,baro_post,0.100423471178,1.38936469664e-05,0.00749753883227,2.10188315673
80,gps_pre,0.100423471178,1.38936469665e-05,1.4891584909,3.00040364961
81,post_predict,0.100486000893,2.76124140592e-05,NaN,NaN
82,post_predict,0.10054916892,4.11571352943e-05,NaN,NaN
83,post_predict,0.100612975888,5.45310575326e-05,NaN,NaN
NaN,accel_post,0.0939486515147,4.20227407783e-09,6.39486179814,0.0504845666731
NaN,mag_post,0.0939486515147,4.20227407783e-09,6.39486179814,0.0504845666731
84,post_predict,0.0940125107734,1.66655243466e-05,NaN,NaN
NaN,baro_post,0.0937833471568,1.66574910314e-05,0.00767580830587,2.05030044289
85,post_predict,0.0938477269372,3.30964457042e-05,NaN,NaN
86,post_predict,0.0939128086346,4.9316149021e-05,NaN,NaN
87,post_predict,0.0939785944104,6.53183247823e-05,NaN,NaN
NaN,accel_post,0.0929411300045,3.89788576049e-05,1.7992377676,0.0229712568483
NaN,mag_post,0.0929411300045,3.89788576049e-05,1.7992377676,0.0229712568483
88,post_predict,0.0930076280682,5.49736043472e-05,NaN,NaN
89,post_predict,0.0930748422096,7.07516438609e-05,NaN,NaN
90,post_predict,0.0931427719194,8.63132689527e-05,NaN,NaN
90,gps_pre,0.0931427719194,8.63132689527e-05,1.50700511277,2.31713879212
91,post_predict,0.093211429007,0.000101664046775,NaN,NaN
NaN,accel_post,0.0916195488252,5.8211436388e-05,1.73090213928,0.0203314895745
NaN,mag_post,0.0916195488252,5.8211436388e-05,1.73090213928,0.0203314895745
92,post_predict,0.0916886897661,7.3750817219e-05,NaN,NaN
93,post_predict,0.0917585675515,8.90790831771e-05,NaN,NaN
94,post_predict,0.0918291655605,0.000104198511511,NaN,NaN
95,post_predict,0.0919005114449,0.000119108618832,NaN,NaN
NaN,accel_post,0.0902706866903,6.1870563009e-05,1.6833991367,0.0604134594666
NaN,mag_post,0.0902706866903,6.1870563009e-05,1.6833991367,0.0604134594666
96,post_predict,0.090342358524,7.71300513923e-05,NaN,NaN
NaN,baro_post,0.0900372921796,7.71289611124e-05,0.00892296462373,4.73938080381
97,post_predict,0.0901094179115,9.21796301982e-05,NaN,NaN
98,post_predict,0.0901822809585,0.00010702241056,NaN,NaN
99,post_predict,0.0902558687806,0.000121662525696,NaN,NaN
NaN,accel_post,0.0893272999818,6.43485800724e-05,1.1809555107,0.0261100523417
NaN,mag_post,0.0893272999818,6.43485800724e-05,1.1809555107,0.0261100523417
100,post_predict,0.0894014642165,7.92956656487e-05,NaN,NaN
100,gps_pre,0.0894014642165,7.92956656487e-05,1.52568259175,3.81340902368
101,post_predict,0.0894763647191,9.40388659077e-05,NaN,NaN
102,post_predict,0.0895520042151,0.00010857913444,NaN,NaN
103,post_predict,0.089628390479,0.00012291963772,NaN,NaN
NaN,accel_post,0.0887624186592,6.79616575517e-05,1.0757447074,0.0377049424863
NaN,mag_post,0.0887624186592,6.79616575517e-05,1.0757447074,0.0377049424863
104,post_predict,0.0888392473279,8.26258186161e-05,NaN,NaN
NaN,baro_post,0.0885278034534,8.26245408651e-05,0.00883377004938,6.85949234758
105,post_predict,0.0886050542502,9.70910406767e-05,NaN,NaN
106,post_predict,0.0886830496411,0.000111356185228,NaN,NaN
107,post_predict,0.0887617853365,0.000125427003493,NaN,NaN
NaN,accel_post,0.0880471758283,6.41118384423e-05,0.980590476439,0.0628429688247
NaN,mag_post,0.0880471758283,6.41118384423e-05,0.980590476439,0.0628429688247
108,post_predict,0.0881264048035,7.85896056411e-05,NaN,NaN
NaN,baro_post,0.0878602408392,7.85892614956e-05,0.00784180911829,3.62279457876
109,post_predict,0.0879399272561,9.28695199744e-05,NaN,NaN
110,post_predict,0.0880203583927,0.000106954541426,NaN,NaN
110,gps_pre,0.0880203583927,0.000106954541427,1.5448780976,4.13662344602
111,post_predict,0.088101561296,0.000120837096928,NaN,NaN
NaN,accel_post,0.0875925906035,5.88273241463e-05,0.823129987859,0.167816925497
NaN,mag_post,0.0875925906035,5.88273241463e-05,0.823129987859,0.167816925497
112,post_predict,0.0876743336362,7.31183793583e-05,NaN,NaN
NaN,baro_post,0.0874221262927,7.31186434949e-05,0.0076763074269,3.01158693661
113,post_predict,0.0875043379644,8.72156828317e-05,NaN,NaN
114,post_predict,0.0875872834179,0.000101119608136,NaN,NaN
115,post_predict,0.0876709781488,0.000114834365707,NaN,NaN
116,post_predict,0.0877554141054,0.000128359764741,NaN,NaN
NaN,baro_post,0.0875181919705,0.000128360377241,0.0075675325103,2.62811270635
117,post_predict,0.0876031096468,0.000141701524154,NaN,NaN
118,post_predict,0.0876887740343,0.000154853704646,NaN,NaN
119,post_predict,0.0877751863223,0.000167825181379,NaN,NaN
120,post_predict,0.0878623500133,0.000180610669263,NaN,NaN
NaN,baro_post,0.0876342234467,0.000180609508508,0.00760284795968,1.94395481607
120,gps_pre,0.0876342234467,0.000180609508508,1.56430557329,5.11950134111
121,post_predict,0.0877218673116,0.000193220216974,NaN,NaN
122,post_predict,0.0878102663387,0.000205649197577,NaN,NaN
123,post_predict,0.0878994258667,0.000217901711221,NaN,NaN
NaN,accel_post,0.0871305725027,0.00016761727285,0.671836133797,0.034935407497
NaN,mag_post,0.0871305725027,0.00016761727285,0.671836133797,0.034935407497
124,post_predict,0.0872199079216,0.000180222007689,NaN,NaN
NaN,baro_post,0.0870142905702,0.000180219454964,0.00701468153242,1.85729804176
125,post_predict,0.0871041260981,0.000192647458948,NaN,NaN
126,post_predict,0.0871947058841,0.000204899817185,NaN,NaN
127,post_predict,0.0872860351027,0.000216974831502,NaN,NaN
NaN,accel_post,0.0868333117931,0.000161295943921,0.544458916128,0.0555402257803
NaN,mag_post,0.0868333117931,0.000161295943921,0.544458916128,0.0555402257803
128,post_predict,0.0869250969253,0.000173844036235,NaN,NaN
129,post_predict,0.0870176232607,0.000186228818443,NaN,NaN
130,post_predict,0.0871109016658,0.000198448527566,NaN,NaN
130,gps_pre,0.0871109016658,0.000198448527566,1.58371659322,3.31107231253
131,post_predict,0.0872049274084,0.000210511739771,NaN,NaN
132,post_predict,0.0872997056799,0.000222413856137,NaN,NaN
NaN,baro_post,0.0870913713479,0.000220888326423,0.00707357601403,5.5964317585
133,post_predict,0.0871866287717,0.000232650518041,NaN,NaN
134,post_predict,0.0872826452458,0.00024425701623,NaN,NaN
135,post_predict,0.087379413286,0.000255714404181,NaN,NaN
136,post_predict,0.0874769395258,0.000267017002613,NaN,NaN
137,post_predict,0.0875752287061,0.000278169798996,NaN,NaN
138,post_predict,0.087674273062,0.000289179557459,NaN,NaN
139,post_predict,0.0877740936034,0.000300041984682,NaN,NaN
NaN,accel_post,0.0871763040577,0.000187863905461,0.571610688947,0.0320688096558
NaN,mag_post,0.0871763040577,0.000187863905461,0.571610688947,0.0320688096558
140,post_predict,0.0872764504931,0.000199563558911,NaN,NaN
NaN,baro_post,0.087086172059,0.000198290179976,0.00650209837259,2.25454348292
140,gps_pre,0.087086172059,0.000198290179976,1.60289122511,2.18147843217
141,post_predict,0.087186810082,0.000209848855699,NaN,NaN
142,post_predict,0.0872882077847,0.000221256521593,NaN,NaN
143,post_predict,0.087390359638,0.000232515147721,NaN,NaN
144,post_predict,0.0874932819374,0.00024362618154,NaN,NaN
NaN,baro_post,0.0873175880204,0.000241722611715,0.00636940675974,5.57100907198
145,post_predict,0.0874210130997,0.00025270568569,NaN,NaN
146,post_predict,0.0875252092915,0.000263543252961,NaN,NaN
147,post_predict,0.0876301638295,0.000274238239767,NaN,NaN
NaN,accel_post,0.0872162126581,0.000174958647614,0.488535627739,0.0671330651889
NaN,mag_post,0.0872162126581,0.000174958647614,0.488535627739,0.0671330651889
148,post_predict,0.0873216059227,0.000186378133117,NaN,NaN
NaN,baro_post,0.087164838052,0.000185412050345,0.00590797935037,4.54486038115
149,post_predict,0.0872707599372,0.000196692607956,NaN,NaN
150,post_predict,0.0873774384126,0.000207829023204,NaN,NaN
150,gps_pre,0.0873774384126,0.000207829023204,1.62164954979,5.45848096571
151,post_predict,0.0874848814509,0.000218820403864,NaN,NaN
152,post_predict,0.0875930886139,0.000229670331735,NaN,NaN
NaN,baro_post,0.0874510094269,0.000228204681392,0.00565830947783,3.68873861554
153,post_predict,0.0875597624256,0.00023892723986,NaN,NaN
154,post_predict,0.0876692863731,0.000249510199328,NaN,NaN
155,post_predict,0.0877795762925,0.000259956173148,NaN,NaN
NaN,accel_post,0.0874664613704,0.000167483506169,0.429995641593,0.0328485476627
NaN,mag_post,0.0874664613704,0.000167483506169,0.429995641593,0.0328485476627
156,post_predict,0.0875772330673,0.000178584952444,NaN,NaN
NaN,baro_post,0.0874522804151,0.000177677272785,0.00521694739673,2.85690310444
157,post_predict,0.0875636262373,0.000188642218838,NaN,NaN
158,post_predict,0.0876757333092,0.000199469816756,NaN,NaN
159,post_predict,0.0877886099139,0.000210154773778,NaN,NaN
NaN,accel_post,0.0876014155797,0.000144386313999,0.351548803325,0.0324132450164
NaN,mag_post,0.0876014155797,0.000144386313999,0.351548803325,0.0324132450164
160,post_predict,0.0877148766962,0.000155500422114,NaN,NaN
NaN,baro_post,0.0876003216177,0.000154817064096,0.00500177324274,2.51269638982
160,gps_pre,0.0876003216177,0.000154817064096,1.63984594841,1.57014697713
160,gps_post,0.0653231619498,1.50386724126e-14,0.000569371292322,1.57014697713
161,post_predict,0.0653901469613,9.2170110083e-09,NaN,NaN
162,post_predict,0.0654578168529,9.08102609403e-09,NaN,NaN
163,post_predict,0.0655261728159,8.9142429212e-09,NaN,NaN
NaN,accel_post,0.0653877840321,8.56702494717e-09,0.310332086699,0.0317926868057
NaN,mag_post,0.0653877840321,8.56702494717e-09,0.310332086699,0.0317926868057
164,post_predict,0.0654566877129,8.74275469178e-09,NaN,NaN
165,post_predict,0.0655262763237,8.59750013603e-09,NaN,NaN
166,post_predict,0.0655965536617,8.50063867394e-09,NaN,NaN
167,post_predict,0.0656675223267,8.44427721781e-09,NaN,NaN
NaN,accel_post,0.0655533352604,8.6280567947e-09,0.285932494565,0.0504376209603
NaN,mag_post,0.0655533352604,8.6280567947e-09,0.285932494565,0.0504376209603
168,post_predict,0.0656248719331,9.10931807827e-09,NaN,NaN
169,post_predict,0.0656951765453,1.03449514008e-08,NaN,NaN
170,post_predict,0.06576809,1.24889828204e-08,NaN,NaN
170,gps_pre,0.06576809,1.24889828205e-08,0.0092423061664,0.560897159589
170,gps_post,0.065752786364,1.24900396038e-08,0.00924045344956,0.560897159589
171,post_predict,0.0658263800262,1.57193526577e-08,NaN,NaN
172,post_predict,0.0659006683473,2.01322838813e-08,NaN,NaN
NaN,baro_post,0.0657805077905,2.01595404867e-08,0.00510925760787,2.95473041978
173,post_predict,0.0658552960985,2.59120814137e-08,NaN,NaN
174,post_predict,0.0659307827419,3.31285532131e-08,NaN,NaN
175,post_predict,0.0660069710742,4.19252530659e-08,NaN,NaN
NaN,accel_post,0.0658628041598,4.55063438058e-08,0.31002285294,0.0572745336571
NaN,mag_post,0.0658628041598,4.55063438058e-08,0.31002285294,0.0572745336571
176,post_predict,0.0659395202863,5.71375056096e-08,NaN,NaN
NaN,baro_post,0.0658333881362,5.71734945204e-08,0.00477480084031,6.18982532055
177,post_predict,0.0659037327529,7.08336670065e-08,NaN,NaN
178,post_predict,0.0659816518938,8.65598820573e-08,NaN,NaN
179,post_predict,0.066060274443,1.04516681882e-07,NaN,NaN
NaN,accel_post,0.0659567435622,1.08838468194e-07,0.270855926689,0.0897292040465
NaN,mag_post,0.0659567435622,1.08838468194e-07,0.270855926689,0.0897292040465
180,post_predict,0.0660359387149,1.3035773691e-07,NaN,NaN
180,gps_pre,0.0660359387149,1.3035773691e-07,0.0270265819191,1.21112166989
180,gps_post,0.0660015022055,1.30376043165e-07,0.0269948187657,1.21112166989
181,post_predict,0.0660813524126,1.54570784973e-07,NaN,NaN
182,post_predict,0.0661619038789,1.81355885504e-07,NaN,NaN
183,post_predict,0.0662431602587,2.108379081e-07,NaN,NaN
NaN,accel_post,0.0661613851423,2.15828945604e-07,0.239197711334,0.030725183372
NaN,mag_post,0.0661613851423,2.15828945604e-07,0.239197711334,0.030725183372
184,post_predict,0.0662432445829,2.49587567128e-07,NaN,NaN
NaN,baro_post,0.0661407876858,2.49640320336e-07,0.00468976683158,3.01034495804
185,post_predict,0.0662127038701,2.8637369323e-07,NaN,NaN
186,post_predict,0.0662957720473,3.26203101887e-07,NaN,NaN
187,post_predict,0.0663795479977,3.68448663358e-07,NaN,NaN
188,post_predict,0.0664640353752,4.1360274077e-07,NaN,NaN
NaN,baro_post,0.0663724409785,4.13764602441e-07,0.00444909841281,10.9927746589
189,post_predict,0.066457473175,4.62001374306e-07,NaN,NaN
190,post_predict,0.0665432174138,5.13287242988e-07,NaN,NaN
190,gps_pre,0.0665432174138,5.13287242988e-07,0.00830728996598,4.5060045808
190,gps_post,0.0665098146092,5.1338898425e-07,0.00830221532431,4.5060045808
191,post_predict,0.0665962343524,5.68024050815e-07,NaN,NaN
NaN,accel_post,0.066490278485,5.84279460899e-07,0.263046056808,0.211787417545
NaN,mag_post,0.066490278485,5.84279460899e-07,0.263046056808,0.211787417545
192,post_predict,0.0665772686843,6.45622515096e-07,NaN,NaN
NaN,baro_post,0.066507248408,6.45773560225e-07,0.00359898361277,1.57655846636
193,post_predict,0.0665777095255,7.10466948621e-07,NaN,NaN
194,post_predict,0.0666659628203,7.78485445671e-07,NaN,NaN
195,post_predict,0.0667549314965,8.49729433026e-07,NaN,NaN
196,post_predict,0.0668446186915,9.24349704877e-07,NaN,NaN
NaN,baro_post,0.0667786276882,9.24746347796e-07,0.00353554324792,3.76472053068
197,post_predict,0.0668689131639,1.00279941863e-06,NaN,NaN
198,post_predict,0.0669599201824,1.08401498672e-06,NaN,NaN
199,post_predict,0.0670516506092,1.16865988398e-06,NaN,NaN
NaN,accel_post,0.0669511718492,1.2015934943e-06,0.242032550925,0.0325196096923
NaN,mag_post,0.0669511718492,1.2015934943e-06,0.242032550925,0.0325196096923
200,post_predict,0.0670434725817,1.29578744055e-06,NaN,NaN
NaN,baro_post,0.0669820531669,1.29613170582e-06,0.00341337277251,1.5602338538
200,gps_pre,0.0669649505762,1.29613290942e-06,0.00551613161215,1.92917015659
200,gps_post,0.0669271571843,1.2966601977e-06,0.00551071438858,1.92917015659
201,post_predict,0.0670199847244,1.3956052695e-06,NaN,NaN
202,post_predict,0.0671135355382,1.49698455069e-06,NaN,NaN
203,post_predict,0.0672078122334,1.60172740989e-06,NaN,NaN
NaN,accel_post,0.0671343266669,1.63086346712e-06,0.212868790593,0.119411842077
NaN,mag_post,0.0671343266669,1.63086346712e-06,0.212868790593,0.119411842077
204,post_predict,0.0672292130498,1.74517977644e-06,NaN,NaN
205,post_predict,0.0673248248129,1.86267633075e-06,NaN,NaN
206,post_predict,0.0674211637269,1.98376732691e-06,NaN,NaN
207,post_predict,0.0675182316944,2.10860820835e-06,NaN,NaN
NaN,accel_post,0.0674585689528,2.13617975855e-06,0.192656400452,0.0484953337885
NaN,mag_post,0.0674585689528,2.13617975855e-06,0.192656400452,0.0484953337885
208,post_predict,0.0675562709866,2.26985615212e-06,NaN,NaN
NaN,baro_post,0.0674953820806,2.2701940519e-06,0.00339927684906,3.38665291608
209,post_predict,0.0675695910482,2.40762214977e-06,NaN,NaN
210,post_predict,0.0676685811297,2.54828411709e-06,NaN,NaN
210,gps_pre,0.0676685811297,2.5482841171e-06,0.00469704586049,1.45171862483
210,gps_post,0.0676246003726,2.54889549234e-06,0.00468842282245,1.45171862483
211,post_predict,0.0677242734759,2.69499646665e-06,NaN,NaN
NaN,accel_post,0.0676718631077,2.72290000033e-06,0.181537416659,0.0527266254114
NaN,mag_post,0.0676718631077,2.72290000033e-06,0.181537416659,0.0527266254114
212,post_predict,0.0677721826405,2.8770188579e-06,NaN,NaN
NaN,baro_post,0.0677164056986,2.87737250678e-06,0.00324765169633,1.34556882488
213,post_predict,0.0678173502349,3.03455706534e-06,NaN,NaN
214,post_predict,0.0679190298622,3.19547941637e-06,NaN,NaN
215,post_predict,0.0680214470988,3.35930855388e-06,NaN,NaN
216,post_predict,0.0681246042321,3.52662639336e-06,NaN,NaN
NaN,baro_post,0.0680721687541,3.52742284372e-06,0.00318655342678,3.50223299043
217,post_predict,0.0681759643166,3.6978665503e-06,NaN,NaN
218,post_predict,0.0682805036351,3.87205559971e-06,NaN,NaN
219,post_predict,0.0683857891382,4.04880192319e-06,NaN,NaN
220,post_predict,0.0684918230017,4.22911723752e-06,NaN,NaN
NaN,baro_post,0.0684423944546,4.23076399011e-06,0.00312744723629,3.56333909325
220,gps_pre,0.0684423944546,4.23076399011e-06,0.00575501610677,2.24595494004
220,gps_post,0.0683877622445,4.23243644244e-06,0.00574321718532,2.24595494004
221,post_predict,0.0684943781723,4.41971028641e-06,NaN,NaN
222,post_predict,0.0686017467488,4.60610188717e-06,NaN,NaN
223,post_predict,0.0687098700182,4.79526351858e-06,NaN,NaN
NaN,accel_post,0.0686183023683,4.90686441747e-06,0.223685571211,0.0515589226716
NaN,mag_post,0.0686183023683,4.90686441747e-06,0.223685571211,0.0515589226716
224,post_predict,0.0687270025307,5.11849154746e-06,NaN,NaN
NaN,baro_post,0.0686822261145,5.11960442208e-06,0.00293848030153,3.55378423347
225,post_predict,0.0687915868091,5.33461708369e-06,NaN,NaN
226,post_predict,0.0689017019413,5.55158477424e-06,NaN,NaN
227,post_predict,0.0690125732601,5.77127052636e-06,NaN,NaN
NaN,accel_post,0.0689519974362,5.85219384679e-06,0.188840498628,0.0383854758428
NaN,mag_post,0.0689519974362,5.85219384679e-06,0.188840498628,0.0383854758428
228,post_predict,0.0690635034894,6.09017800314e-06,NaN,NaN
NaN,baro_post,0.0690215712118,6.09105337478e-06,0.00284805324271,5.16739715916
229,post_predict,0.0691337474221,6.330664562e-06,NaN,NaN
230,post_predict,0.0692466811786,6.57228905481e-06,NaN,NaN
230,gps_pre,0.0692466811786,6.57228905481e-06,0.00637061863294,4.99112262442
230,gps_post,0.0691826475826,6.57629183298e-06,0.00635433036323,4.99112262442
231,post_predict,0.0692962557533,6.82631085162e-06,NaN,NaN
232,post_predict,0.0694106267815,7.07284527886e-06,NaN,NaN
NaN,baro_post,0.0693708421135,7.07457031859e-06,0.00280483482425,4.71510740954
233,post_predict,0.069485895703,7.32304579003e-06,NaN,NaN
234,post_predict,0.0696017152802,7.57447040381e-06,NaN,NaN
235,post_predict,0.069718304009,7.82720260942e-06,NaN,NaN
NaN,accel_post,0.0696519414417,7.95037739196e-06,0.194561977212,0.0566291229108
NaN,mag_post,0.0696519414417,7.95037739196e-06,0.194561977212,0.0566291229108
236,post_predict,0.0697691554019,8.22867688753e-06,NaN,NaN
NaN,baro_post,0.0697330034891,8.22991285954e-06,0.00263666858904,3.10640273662
237,post_predict,0.0698509088501,8.50991161426e-06,NaN,NaN
238,post_predict,0.0699695848072,8.78963601922e-06,NaN,NaN
239,post_predict,0.0700890315451,9.07244091235e-06,NaN,NaN
NaN,accel_post,0.0700407809039,9.16743994521e-06,0.170725389445,0.0368977086272
NaN,mag_post,0.0700407809039,9.16743994521e-06,0.170725389445,0.0368977086272
240,post_predict,0.0701608940968,9.47073451757e-06,NaN,NaN
NaN,baro_post,0.0701267540559,9.47176798828e-06,0.00257064971159,3.17736524428
240,gps_pre,0.0700638682869,9.47177857959e-06,0.00490489211527,7.75541825708
240,gps_post,0.0700065669178,9.47498446403e-06,0.00488786836845,7.75541825708
241,post_predict,0.0701271411651,9.78604692798e-06,NaN,NaN
242,post_predict,0.0702484889105,1.00913981135e-05,NaN,NaN
243,post_predict,0.0703706123611,1.03966502191e-05,NaN,NaN
NaN,accel_post,0.0703306939258,1.04786983397e-05,0.157944044237,0.068611346254
NaN,mag_post,0.0703306939258,1.04786983397e-05,0.157944044237,0.068611346254
244,post_predict,0.0704535039381,1.08054981923e-05,NaN,NaN
NaN,baro_post,0.0704217856792,1.08064147484e-05,0.00246659736412,3.99083190797
245,post_predict,0.0705453031168,1.11323811228e-05,NaN,NaN
246,post_predict,0.0706695990881,1.14575454947e-05,NaN,NaN
247,post_predict,0.0707946761286,1.17827546369e-05,NaN,NaN
248,post_predict,0.0709205366252,1.2108119844e-05,NaN,NaN
NaN,baro_post,0.0708908086934,1.21098846168e-05,0.00238890755979,4.75722232893
249,post_predict,0.071017389242,1.24360309406e-05,NaN,NaN
250,post_predict,0.0711447566561,1.27648238389e-05,NaN,NaN
250,gps_pre,0.0711447566561,1.27648238389e-05,0.00363969173038,5.6891384203
250,gps_post,0.0711010896743,1.27682806957e-05,0.00362979033192,5.6891384203
251,post_predict,0.0712291893354,1.31017393049e-05,NaN,NaN
NaN,accel_post,0.0711795992937,1.32319015501e-05,0.170047576505,0.0475654278273
