k,stage,traceP,rcondP,K_norm,y_norm
64,post_predict,0.162355933188,0.0187715462102,NaN,NaN
65,post_predict,0.16341508039,0.0181171141493,NaN,NaN
66,post_predict,0.164506165649,0.0174793749847,NaN,NaN
67,post_predict,0.165612974808,0.0168697029519,NaN,NaN
68,post_predict,0.166720141942,0.016295338076,NaN,NaN
69,post_predict,0.167852629297,0.015737487347,NaN,NaN
70,post_predict,0.169015504021,0.0151959274729,NaN,NaN
70,gps_pre,0.169015504021,0.0151959274729,0.0181977820295,3.71379681386
70,gps_post,0.169015504021,0.0151959274729,0.017940379613,3.71379681386
71,post_predict,0.17020074783,0.0146737298154,NaN,NaN
72,post_predict,0.171366950384,0.0141869731266,NaN,NaN
73,post_predict,0.172482603642,0.0137469117183,NaN,NaN
74,post_predict,0.173710674916,0.0132859776553,NaN,NaN
75,post_predict,0.174948900351,0.0128462540979,NaN,NaN
76,post_predict,0.17618139271,0.0124304076848,NaN,NaN
NaN,accel_post,0.119400011206,0.00577255034202,0.295679094708,0.280916524702
NaN,mag_post,0.119400011206,0.00577255034202,0.295679094708,0.280916524702
77,post_predict,0.119487242083,0.00574060387974,NaN,NaN
78,post_predict,0.119575177175,0.00570888489864,NaN,NaN
79,post_predict,0.119664241818,0.00567792874234,NaN,NaN
80,post_predict,0.119754357758,0.00564693936859,NaN,NaN
NaN,accel_post,0.118558811946,4.67517728262e-09,0.336428610108,0.0230541356718
NaN,mag_post,0.118558811946,4.67517728262e-09,0.336428610108,0.0230541356718
80,gps_pre,0.118558812069,8.31255086275e-09,0.006594684151,3.003349226
80,gps_post,0.118558812069,8.31255086275e-09,0.00656848755048,3.003349226
81,post_predict,0.118629900916,1.46985649504e-05,NaN,NaN
82,post_predict,0.118701681258,2.91964684534e-05,NaN,NaN
83,post_predict,0.118774150064,4.35074591237e-05,NaN,NaN
84,post_predict,0.118847316935,5.76379809819e-05,NaN,NaN
NaN,accel_post,0.109674476676,4.55972406961e-09,7.04319296236,0.0477290332922
NaN,mag_post,0.109674476676,4.55972406961e-09,7.04319296236,0.0477290332922
85,post_predict,0.109748897828,1.54926260732e-05,NaN,NaN
86,post_predict,0.109824114486,3.07742775614e-05,NaN,NaN
87,post_predict,0.109900125807,4.58571173214e-05,NaN,NaN
88,post_predict,0.109976934787,6.07427670489e-05,NaN,NaN
89,post_predict,0.110054542266,7.54304184129e-05,NaN,NaN
90,post_predict,0.110132943322,8.99333650228e-05,NaN,NaN
90,gps_pre,0.110132943322,8.99333650224e-05,0.00602316090469,2.31988588527
90,gps_post,0.110132943322,8.99333650224e-05,0.00600210623255,2.31988588527
91,post_predict,0.110212161072,0.000104251549745,NaN,NaN
92,post_predict,0.110292164775,0.000118375925812,NaN,NaN
NaN,accel_post,0.107633508455,7.14912283098e-05,1.96326095591,0.0382695613901
NaN,mag_post,0.107633508455,7.14912283098e-05,1.96326095591,0.0382695613901
93,post_predict,0.107714712754,8.60397440949e-05,NaN,NaN
94,post_predict,0.107796733659,0.000100397743995,NaN,NaN
95,post_predict,0.107879611613,0.000114571227788,NaN,NaN
96,post_predict,0.107963305599,0.000128560807411,NaN,NaN
NaN,accel_post,0.106221558171,7.8770715048e-05,1.56337678715,0.0430074956176
NaN,mag_post,0.106221558171,7.8770715048e-05,1.56337678715,0.0430074956176
97,post_predict,0.106306404594,9.32265117214e-05,NaN,NaN
98,post_predict,0.106392111307,0.00010748736834,NaN,NaN
99,post_predict,0.106478655228,0.000121571423399,NaN,NaN
100,post_predict,0.106566088689,0.000135455765712,NaN,NaN
NaN,accel_post,0.105474600825,7.85364716837e-05,1.23240229714,0.0714776042013
NaN,mag_post,0.105474600825,7.85364716837e-05,1.23240229714,0.0714776042013
100,gps_pre,0.105474600825,7.85364716837e-05,0.00682062503092,3.8139081654
100,gps_post,0.105474600825,7.85364716837e-05,0.00679236269309,3.8139081654
101,post_predict,0.105563108677,9.28351911511e-05,NaN,NaN
102,post_predict,0.105652485486,0.000106936453885,NaN,NaN
103,post_predict,0.105742738664,0.000120853891438,NaN,NaN
104,post_predict,0.105833861112,0.000134604482783,NaN,NaN
105,post_predict,0.105925845162,0.000148182388976,NaN,NaN
106,post_predict,0.106018718723,0.000161582367235,NaN,NaN
107,post_predict,0.106112467774,0.000174785956463,NaN,NaN
108,post_predict,0.106207110779,0.000187831826056,NaN,NaN
NaN,accel_post,0.105308507835,0.000110011008957,0.875857472837,0.0425275448274
NaN,mag_post,0.105308507835,0.000110011008957,0.875857472837,0.0425275448274
109,post_predict,0.105404260441,0.000123443646355,NaN,NaN
110,post_predict,0.105500909926,0.000136708691877,NaN,NaN
110,gps_pre,0.105500909926,0.000136708691877,0.00756831412627,4.13418184319
110,gps_post,0.105500909926,0.000136708691877,0.00753070825883,4.13418184319
111,post_predict,0.10559852484,0.000149805488085,NaN,NaN
112,post_predict,0.105696953736,0.000162731969159,NaN,NaN
NaN,accel_post,0.105148800158,0.000110147870973,0.687398310793,0.237543046552
NaN,mag_post,0.105148800158,0.000110147870973,0.687398310793,0.237543046552
113,post_predict,0.105248289913,0.000123456738219,NaN,NaN
114,post_predict,0.105348658778,0.000136592882405,NaN,NaN
115,post_predict,0.105449937505,0.000149562962052,NaN,NaN
116,post_predict,0.105552109984,0.000162359474439,NaN,NaN
117,post_predict,0.105655191479,0.000174990285345,NaN,NaN
118,post_predict,0.105759185155,0.000187455576,NaN,NaN
119,post_predict,0.105864080974,0.000199759742965,NaN,NaN
120,post_predict,0.105969893618,0.000211904359463,NaN,NaN
NaN,accel_post,0.105582752015,0.00011921421384,0.533285020536,0.0352177181704
NaN,mag_post,0.105582752015,0.00011921421384,0.533285020536,0.0352177181704
120,gps_pre,0.105582752015,0.00011921421384,0.00603835639246,5.12164199261
120,gps_post,0.105582752015,0.00011921421384,0.00601603703277,5.12164199261
121,post_predict,0.105689580755,0.000131673906637,NaN,NaN
122,post_predict,0.105797329949,0.000143967025049,NaN,NaN
123,post_predict,0.105906001913,0.000156096490226,NaN,NaN
124,post_predict,0.106015576489,0.000168067822397,NaN,NaN
125,post_predict,0.106126079681,0.000179879851598,NaN,NaN
126,post_predict,0.106237497755,0.00019153554626,NaN,NaN
127,post_predict,0.106349843259,0.000203036803198,NaN,NaN
128,post_predict,0.106463125968,0.000214381727536,NaN,NaN
NaN,accel_post,0.106090219948,0.000120215120182,0.472101770426,0.0326833802873
NaN,mag_post,0.106090219948,0.000120215120182,0.472101770426,0.0326833802873
129,post_predict,0.106204529746,0.000132075785756,NaN,NaN
130,post_predict,0.106319777607,0.000143764199243,NaN,NaN
130,gps_pre,0.106319777607,0.000143764199243,0.00662055123151,3.31294522708
130,gps_post,0.106319777607,0.000143764199243,0.00659201377594,3.31294522708
131,post_predict,0.106435946955,0.000155296853676,NaN,NaN
132,post_predict,0.106553052729,0.000166671952646,NaN,NaN
NaN,accel_post,0.106299169133,0.000103181919865,0.387496622015,0.0500173063443
NaN,mag_post,0.106299169133,0.000103181919865,0.387496622015,0.0500173063443
133,post_predict,0.106417273575,0.000114979894071,NaN,NaN
134,post_predict,0.106536319065,0.000126605388156,NaN,NaN
135,post_predict,0.106656286354,0.000138082960972,NaN,NaN
136,post_predict,0.106777195821,0.000149395096334,NaN,NaN
137,post_predict,0.106899049521,0.000160542273529,NaN,NaN
138,post_predict,0.107021828261,0.00017154100267,NaN,NaN
139,post_predict,0.107145565982,0.000182407044763,NaN,NaN
140,post_predict,0.107270248538,0.000193110599432,NaN,NaN
NaN,accel_post,0.10700875658,0.000112844012936,0.375994012856,0.0479169010705
NaN,mag_post,0.10700875658,0.000112844012936,0.375994012856,0.0479169010705
140,gps_pre,0.10700875658,0.000112844012936,0.00680653174722,2.18000552045
141,post_predict,0.107134440973,0.000124156779592,NaN,NaN
142,post_predict,0.107261073551,0.000135322134091,NaN,NaN
143,post_predict,0.10738864597,0.000146330830715,NaN,NaN
144,post_predict,0.107517183165,0.000157184347506,NaN,NaN
145,post_predict,0.107646651259,0.000167899788595,NaN,NaN
146,post_predict,0.107777088186,0.000178462228968,NaN,NaN
147,post_predict,0.107908469456,0.000188882967817,NaN,NaN
148,post_predict,0.108040818678,0.000199162997624,NaN,NaN
149,post_predict,0.108174132467,0.000209306629702,NaN,NaN
150,post_predict,0.108308396412,0.000219315968955,NaN,NaN
150,gps_pre,0.108308396412,0.000219315968954,0.00697505103232,5.46050158071
150,gps_post,0.108308396412,0.000219315968954,0.00694386439451,5.46050158071
151,post_predict,0.108443637987,0.000229191249549,NaN,NaN
152,post_predict,0.108579845401,0.00023893657215,NaN,NaN
153,post_predict,0.108717019726,0.0002485535132,NaN,NaN
154,post_predict,0.108855179696,0.000258043483602,NaN,NaN
155,post_predict,0.108994309097,0.000267384505494,NaN,NaN
156,post_predict,0.109134416283,0.000276650707889,NaN,NaN
157,post_predict,0.109275523835,0.000285746739267,NaN,NaN
158,post_predict,0.109417593049,0.00029476585346,NaN,NaN
159,post_predict,0.109560673787,0.000303627400812,NaN,NaN
160,post_predict,0.109704736121,0.000312371955846,NaN,NaN
160,gps_pre,0.109704736121,0.000312371955846,0.00691746822181,1.56518574674
161,post_predict,0.109849797806,0.000320991434094,NaN,NaN
162,post_predict,0.109995860066,0.000329486476638,NaN,NaN
163,post_predict,0.110142919946,0.000337859378703,NaN,NaN
164,post_predict,0.110290980289,0.000346195892793,NaN,NaN
165,post_predict,0.110440050266,0.000354374401595,NaN,NaN
166,post_predict,0.110590133587,0.000362453189615,NaN,NaN
167,post_predict,0.110741238796,0.000370403419179,NaN,NaN
168,post_predict,0.110893359974,0.000378226529107,NaN,NaN
NaN,accel_post,0.110386964119,0.000150180085263,0.402204770643,0.0365549529809
NaN,mag_post,0.110386964119,0.000150180085263,0.402204770643,0.0365549529809
169,post_predict,0.110539850041,0.000159887999216,NaN,NaN
170,post_predict,0.110693724275,0.000169473866501,NaN,NaN
170,gps_pre,0.110693724275,0.000169473866501,0.00710470811513,0.54277109671
171,post_predict,0.110848600522,0.000178919184935,NaN,NaN
172,post_predict,0.111004478568,0.000188207137857,NaN,NaN
173,post_predict,0.11116135454,0.000197375605574,NaN,NaN
174,post_predict,0.111319219745,0.00020646469476,NaN,NaN
175,post_predict,0.111478102655,0.00021539913523,NaN,NaN
176,post_predict,0.111637979355,0.000224240608842,NaN,NaN
177,post_predict,0.111798882383,0.000232924524404,NaN,NaN
178,post_predict,0.111960778251,0.000241546451038,NaN,NaN
179,post_predict,0.112123711338,0.000249987406946,NaN,NaN
180,post_predict,0.112287647558,0.000258376972945,NaN,NaN
NaN,accel_post,0.112055820469,0.000124248810813,0.301590281106,0.0233876208064
NaN,mag_post,0.112055820469,0.000124248810813,0.301590281106,0.0233876208064
180,gps_pre,0.112055820469,0.000124248810813,0.00730502619902,0.696812021299
181,post_predict,0.1122205674,0.000133790906788,NaN,NaN
182,post_predict,0.112386309024,0.00014322528593,NaN,NaN
183,post_predict,0.1125530642,0.00015251251684,NaN,NaN
184,post_predict,0.112720826362,0.000161689935887,NaN,NaN
185,post_predict,0.112889601333,0.000170734766354,NaN,NaN
186,post_predict,0.113059380151,0.000179687652709,NaN,NaN
187,post_predict,0.113230194184,0.000188478920928,NaN,NaN
188,post_predict,0.113401982434,0.000197359036008,NaN,NaN
NaN,accel_post,0.113273458875,0.00010666836918,0.242128367425,0.264642949829
NaN,mag_post,0.113273458875,0.00010666836918,0.242128367425,0.264642949829
189,post_predict,0.113446149029,0.000116174992036,NaN,NaN
190,post_predict,0.113619853132,0.000125552546013,NaN,NaN
190,gps_pre,0.113619853132,0.000125552546013,0.00751840631524,4.23933139606
190,gps_post,0.113619853132,0.000125552546013,0.00748318876741,4.23933139606
191,post_predict,0.113794574027,0.000134793505827,NaN,NaN
192,post_predict,0.113970309693,0.000143938681744,NaN,NaN
NaN,accel_post,0.113905480226,9.43033539147e-05,0.173746843193,0.0273458439783
NaN,mag_post,0.113905480226,9.43033539147e-05,0.173746843193,0.0273458439783
193,post_predict,0.114082151542,0.000103833358672,NaN,NaN
194,post_predict,0.114259839534,0.000113228174059,NaN,NaN
195,post_predict,0.114438545579,0.000122493205587,NaN,NaN
196,post_predict,0.114618272055,0.000131634883533,NaN,NaN
197,post_predict,0.114799021494,0.000140656300978,NaN,NaN
198,post_predict,0.114980797188,0.000149551058812,NaN,NaN
199,post_predict,0.11516359877,0.00015835745992,NaN,NaN
200,post_predict,0.115347432717,0.000167021853653,NaN,NaN
200,gps_pre,0.115347432717,0.000167021853653,0.00772490659738,1.4459075834
201,post_predict,0.115532298376,0.000175582493217,NaN,NaN
202,post_predict,0.115718201127,0.000184017554573,NaN,NaN
203,post_predict,0.115905141331,0.00019234422266,NaN,NaN
204,post_predict,0.11609312074,0.000200567419096,NaN,NaN
NaN,accel_post,0.116011540139,0.000113369103173,0.194957034674,0.0340517768639
NaN,mag_post,0.116011540139,0.000113369103173,0.194957034674,0.0340517768639
205,post_predict,0.116200441614,0.000122295838241,NaN,NaN
206,post_predict,0.116390376985,0.000131113881155,NaN,NaN
207,post_predict,0.116581346237,0.000139837066558,NaN,NaN
208,post_predict,0.116773362978,0.000148408363001,NaN,NaN
NaN,accel_post,0.116723058032,9.41877749135e-05,0.158296502955,0.0569990198416
NaN,mag_post,0.116723058032,9.41877749135e-05,0.158296502955,0.0569990198416
209,post_predict,0.116916025406,0.000103209141696,NaN,NaN
210,post_predict,0.117110035828,0.00011209716054,NaN,NaN
210,gps_pre,0.117110035828,0.00011209716054,0.0079640285636,1.40500730762
211,post_predict,0.117305084632,0.00012087954161,NaN,NaN
212,post_predict,0.117501175648,0.000129556015784,NaN,NaN
NaN,accel_post,0.117463792134,8.69110318868e-05,0.13839508243,0.0342399499031
NaN,mag_post,0.117463792134,8.69110318868e-05,0.13839508243,0.0342399499031
213,post_predict,0.117660866912,9.58809387558e-05,NaN,NaN
214,post_predict,0.11785898163,0.000104745977752,NaN,NaN
215,post_predict,0.118058144969,0.000113490569711,NaN,NaN
216,post_predict,0.118258355758,0.000122127136993,NaN,NaN
NaN,accel_post,0.118227429658,8.32516322467e-05,0.12869909175,0.0346351051006
NaN,mag_post,0.118227429658,8.32516322467e-05,0.12869909175,0.0346351051006
217,post_predict,0.118428638805,9.21453933186e-05,NaN,NaN
218,post_predict,0.118630895667,0.000100928348212,NaN,NaN
219,post_predict,0.118834203913,0.000109594362451,NaN,NaN
220,post_predict,0.119038566021,0.000118150972305,NaN,NaN
220,gps_pre,0.119038566021,0.000118150972305,0.00821685780437,2.50485523402
221,post_predict,0.119243983897,0.000126599805118,NaN,NaN
222,post_predict,0.119450461733,0.000134926948498,NaN,NaN
223,post_predict,0.119657999965,0.000143156135648,NaN,NaN
224,post_predict,0.119866603503,0.000151270845352,NaN,NaN
NaN,accel_post,0.119829587336,9.49434873292e-05,0.141161713405,0.0443318132663
NaN,mag_post,0.119829587336,9.49434873292e-05,0.141161713405,0.0443318132663
225,post_predict,0.120039187239,0.000103491220273,NaN,NaN
226,post_predict,0.120249853164,0.000111921772512,NaN,NaN
227,post_predict,0.12046158319,0.000120246910835,NaN,NaN
228,post_predict,0.120674380486,0.000128464880094,NaN,NaN
229,post_predict,0.120888250658,0.00013657626628,NaN,NaN
230,post_predict,0.121103190504,0.000144592965252,NaN,NaN
230,gps_pre,0.121103190504,0.000144592965252,0.00848358971953,4.94596523688
230,gps_post,0.121103190504,0.000144592965252,0.00844039698929,4.94596523688
231,post_predict,0.121319203486,0.000152513835395,NaN,NaN
232,post_predict,0.121536299082,0.000160319729355,NaN,NaN
233,post_predict,0.121754474349,0.000168035879346,NaN,NaN
234,post_predict,0.121973733171,0.00017564686622,NaN,NaN
235,post_predict,0.122194077462,0.000183155056042,NaN,NaN
236,post_predict,0.122415508246,0.000190586856121,NaN,NaN
237,post_predict,0.122638031123,0.00019791483063,NaN,NaN
238,post_predict,0.122861653361,0.000205136991241,NaN,NaN
239,post_predict,0.123086363061,0.000212280052785,NaN,NaN
240,post_predict,0.123312178414,0.000219322270424,NaN,NaN
240,gps_pre,0.123312178414,0.000219322270424,0.00868975519956,7.74120554183
240,gps_post,0.123312178414,0.000219322270424,0.00864476753789,7.74120554183
241,post_predict,0.123539091899,0.000226276585313,NaN,NaN
242,post_predict,0.123767106172,0.00023314109737,NaN,NaN
243,post_predict,0.123996234184,0.00023990868646,NaN,NaN
244,post_predict,0.124226467116,0.000246620754665,NaN,NaN
245,post_predict,0.124457816598,0.000253234951654,NaN,NaN
246,post_predict,0.124690283787,0.000259747075663,NaN,NaN
247,post_predict,0.124923866394,0.00026619793696,NaN,NaN
248,post_predict,0.125158572246,0.000272557254333,NaN,NaN
249,post_predict,0.125394406252,0.000278787450591,NaN,NaN
250,post_predict,0.125631352386,0.000285040324202,NaN,NaN
250,gps_pre,0.125631352386,0.000285040324202,0.00863600869593,5.44680043068
250,gps_post,0.125631352386,0.000285040324202,0.00859193451362,5.44680043068
251,post_predict,0.125869448429,0.000291123488357,NaN,NaN
252,post_predict,0.126108662442,0.000297171824628,NaN,NaN
253,post_predict,0.126349071821,0.000302978607574,NaN,NaN
254,post_predict,0.126590566243,0.000308856790346,NaN,NaN
255,post_predict,0.126833212996,0.000314658095559,NaN,NaN
256,post_predict,0.127076996063,0.000320380892816,NaN,NaN
NaN,accel_post,0.12696980061,0.000133705758811,0.19505928643,0.252790138975
NaN,mag_post,0.12696980061,0.000133705758811,0.19505928643,0.252790138975
257,post_predict,0.12721428252,0.000140931889647,NaN,NaN
258,post_predict,0.127459910271,0.000148017420092,NaN,NaN
259,post_predict,0.127706657407,0.000155057296593,NaN,NaN
260,post_predict,0.12795454871,0.000161977988179,NaN,NaN
260,gps_pre,0.12795454871,0.000161977988179,0.0087761388491,4.50495408707
260,gps_post,0.12795454871,0.000161977988179,0.00873121537911,4.50495408707
261,post_predict,0.128203577126,0.000168806570652,NaN,NaN
262,post_predict,0.128453724735,0.000175582994339,NaN,NaN
263,post_predict,0.128705019716,0.000182270328304,NaN,NaN
264,post_predict,0.128957457509,0.000188884875252,NaN,NaN
NaN,accel_post,0.128910185946,0.000110597974849,0.136016747598,0.0310032598977
NaN,mag_post,0.128910185946,0.000110597974849,0.136016747598,0.0310032598977
265,post_predict,0.129163555308,0.00011779287193,NaN,NaN
266,post_predict,0.129418055156,0.000124895152062,NaN,NaN
267,post_predict,0.129673701741,0.000131914342637,NaN,NaN
268,post_predict,0.12993048975,0.000138844483082,NaN,NaN
NaN,accel_post,0.12990189116,9.08038896143e-05,0.110562665801,0.0281797446315
NaN,mag_post,0.12990189116,9.08038896143e-05,0.110562665801,0.0281797446315
269,post_predict,0.130159677749,9.80870353484e-05,NaN,NaN
270,post_predict,0.130418621474,0.000105273130526,NaN,NaN
270,gps_pre,0.130418621474,0.000105273130526,0.00900361639961,3.31660407954
270,gps_post,0.130418621474,0.000105273130526,0.00895652499228,3.31660407954
271,post_predict,0.130678701123,0.000112374869129,NaN,NaN
272,post_predict,0.130939929942,0.000119395408943,NaN,NaN
273,post_predict,0.131202316242,0.000126316063413,NaN,NaN
274,post_predict,0.131465853684,0.000133162442332,NaN,NaN
275,post_predict,0.13173054555,0.000139924436462,NaN,NaN
276,post_predict,0.131996397448,0.000146603232271,NaN,NaN
277,post_predict,0.132263414028,0.000153192835418,NaN,NaN
278,post_predict,0.132531603225,0.000159691154235,NaN,NaN
279,post_predict,0.132800954979,0.00016612841558,NaN,NaN
280,post_predict,0.133071489157,0.00017244987973,NaN,NaN
NaN,accel_post,0.133037210312,0.000102135409354,0.121380001586,0.0371637888072
NaN,mag_post,0.133037210312,0.000102135409354,0.121380001586,0.0371637888072
280,gps_pre,0.133037210312,0.000102135409354,0.00931238039985,3.71824291032
280,gps_post,0.133037210312,0.000102135409354,0.00926227127546,3.71824291032
281,post_predict,0.133308725739,0.000109026004526,NaN,NaN
282,post_predict,0.133581425986,0.000115816377875,NaN,NaN
283,post_predict,0.133855291538,0.000122526041547,NaN,NaN
284,post_predict,0.134130331515,0.000129152335446,NaN,NaN
285,post_predict,0.134406542586,0.000135705485123,NaN,NaN
286,post_predict,0.134683943028,0.000142167822464,NaN,NaN
287,post_predict,0.134962516173,0.000148561139844,NaN,NaN
288,post_predict,0.13524228147,0.000154870166291,NaN,NaN
289,post_predict,0.135523243051,0.000161090690536,NaN,NaN
290,post_predict,0.135805377841,0.000167248630593,NaN,NaN
290,gps_pre,0.135805377841,0.000167248630593,0.00953515670158,4.53811036807
290,gps_post,0.135805377841,0.000167248630593,0.00948320441389,4.53811036807
291,post_predict,0.136088716239,0.000173320391671,NaN,NaN
292,post_predict,0.136373252157,0.00017931841609,NaN,NaN
293,post_predict,0.136658993905,0.000185242963072,NaN,NaN
294,post_predict,0.136945925328,0.000191111313797,NaN,NaN
295,post_predict,0.137234087816,0.000196868840245,NaN,NaN
296,post_predict,0.137523449062,0.000202579511089,NaN,NaN
297,post_predict,0.13781401047,0.000208220362514,NaN,NaN
298,post_predict,0.138105809461,0.000213758984141,NaN,NaN
299,post_predict,0.138398797648,0.000219285334373,NaN,NaN
300,post_predict,0.138693036809,0.000224679490173,NaN,NaN
NaN,accel_post,0.13864369966,0.000114593486105,0.137244939069,0.101244361206
NaN,mag_post,0.13864369966,0.000114593486105,0.137244939069,0.101244361206
300,gps_pre,0.13864369966,0.000114593486105,0.00976523576661,2.14408486507
300,gps_post,0.13864369966,0.000114593486105,0.00971140875794,2.14408486507
301,post_predict,0.138938817273,0.000120898569977,NaN,NaN
302,post_predict,0.139235175825,0.000127084658342,NaN,NaN
303,post_predict,0.139532744237,0.000133207907695,NaN,NaN
304,post_predict,0.139831523604,0.00013926894206,NaN,NaN
305,post_predict,0.14013153725,0.000145243783633,NaN,NaN
306,post_predict,0.140432770198,0.000151148657649,NaN,NaN
307,post_predict,0.140735234157,0.000156983078394,NaN,NaN
308,post_predict,0.141038930536,0.000162730916209,NaN,NaN
NaN,accel_post,0.141007987844,9.46171075993e-05,0.113531040129,0.0340671801066
NaN,mag_post,0.141007987844,9.46171075993e-05,0.113531040129,0.0340671801066
309,post_predict,0.141312707229,0.000100888402074,NaN,NaN
310,post_predict,0.141618644803,0.000107080501451,NaN,NaN
310,gps_pre,0.141618644803,0.000107080501451,0.0101724029166,3.27084096947
310,gps_post,0.141618644803,0.000107080501451,0.0101143520858,3.27084096947
311,post_predict,0.141925813063,0.000113202520475,NaN,NaN
312,post_predict,0.142234231177,0.000119232877982,NaN,NaN
NaN,accel_post,0.142214823213,7.76745377302e-05,0.093154680379,0.0574975912112
NaN,mag_post,0.142214823213,7.76745377302e-05,0.093154680379,0.0574975912112
313,post_predict,0.134558544697,8.40099362493e-05,NaN,NaN
314,post_predict,0.134844995841,9.0276359542e-05,NaN,NaN
315,post_predict,0.135132624098,9.64580984519e-05,NaN,NaN
316,post_predict,0.135421436359,0.000102565211423,NaN,NaN
317,post_predict,0.135711418787,0.000108605640157,NaN,NaN
318,post_predict,0.136002604624,0.000114560220466,NaN,NaN
319,post_predict,0.136294964477,0.000120452591179,NaN,NaN
320,post_predict,0.136588526797,0.00012626403825,NaN,NaN
NaN,accel_post,0.136569443353,8.06460526395e-05,0.0930785547507,0.0323125085907
NaN,mag_post,0.136569443353,8.06460526395e-05,0.0930785547507,0.0323125085907
