time,x,y,z,vx,vy,vz,roll,pitch,yaw
12.3125,3.2968111038208,0.559076309204102,-0,0.659100770950317,0.230160817503929,0,1.16722714224105,0.700336328033313,19.2494179774621
12.315,3.29845881462097,0.559652328491211,-0,0.659060597419739,0.230275854468346,0,1.1519437401995,0.691166318824895,19.259417374407
12.3175,3.30010628700256,0.560227394104004,-0,0.65902042388916,0.230390876531601,0,1.13665361469049,0.681992200830805,19.2694167713519
12.32,3.30175375938416,0.56080436706543,-0,0.658980190753937,0.230505883693695,0,1.12135228340237,0.672811412730103,19.2794161682968
12.3225,3.30340099334717,0.561380386352539,-0,0.658939957618713,0.230620875954628,0,1.10603985305684,0.663623954522789,19.2894155652417
12.325,3.3050479888916,0.561956405639648,-0,0.65889972448349,0.230735868215561,0,1.09071643037563,0.65442993293057,19.2994149621866
12.3275,3.30669522285461,0.562533378601074,-0,0.658859431743622,0.230850875377655,0,1.07537774649048,0.645226679910801,19.3094143591315
12.33,3.30834197998047,0.563111305236816,-0,0.658819079399109,0.230965837836266,0,1.06003308618981,0.636019851713888,19.3194137560764
12.3325,3.30998921394348,0.563689231872559,-0,0.658778786659241,0.231080830097198,0,1.04467786044027,0.626806726936335,19.3294131530213
12.335,3.31163597106934,0.564266204833984,-0,0.658738434314728,0.231195792555809,0,1.02931238940698,0.617587465660698,19.3394125499662
12.3375,3.31328272819519,0.564844131469727,-0,0.658698081970215,0.231310769915581,0,1.01393677981163,0.60836206788698,19.3494119469111
12.34,3.31492924690247,0.565423011779785,-0,0.658657729625702,0.23142571747303,0,0.99854644262089,0.599127918933387,19.359411343856
12.3425,3.31657552719116,0.566001892089844,-0,0.658617317676544,0.231540650129318,0,0.98315098278827,0.589890621689473,19.3694107408009
12.345,3.31822204589844,0.566579818725586,-0,0.658576905727386,0.231655597686768,0,0.967745704558717,0.580647454751742,19.3794101377458
12.3475,3.31986856460571,0.567159652709961,-0,0.658536493778229,0.231770530343056,0,0.952330928097351,0.571398578202752,19.3894095346907
12.35,3.32151460647583,0.567739486694336,-0,0.658495962619781,0.231885462999344,0,0.936906866847581,0.56214415212506,19.3994089316356
12.3525,3.32316064834595,0.568319320678711,-0,0.658455550670624,0.232000380754471,0,0.921468718332648,0.552881241671759,19.4094083285805
12.355,3.32480669021606,0.568899154663086,-0,0.658415019512177,0.232115283608437,0,0.906026300949484,0.54361576989752,19.4194077255254
12.3575,3.32645273208618,0.569478988647461,-0,0.658374488353729,0.232230201363564,0,0.890574812221328,0.534344908677138,19.4294071224703
12.36,3.32809829711914,0.570060729980469,-0,0.658333957195282,0.232345089316368,0,0.875114572313299,0.52506876473232,19.4394065194152
12.3625,3.32974410057068,0.57064151763916,-0,0.658293426036835,0.232459977269173,0,0.859645741307954,0.515787444784772,19.4494059163601
12.365,3.33138966560364,0.571222305297852,-0,0.658252835273743,0.232574865221977,0,0.844163623450239,0.506498227430996,19.459405313305
12.3675,3.33303499221802,0.571804046630859,-0,0.658212244510651,0.232689738273621,0,0.828677983776233,0.497206822282252,19.4694047102499
12.37,3.33468055725098,0.572385787963867,-0,0.658171594142914,0.232804611325264,0,0.813184126530882,0.487910507935041,19.4794041071948
12.3725,3.33632588386536,0.572968482971191,-0,0.658130943775177,0.232919484376907,0,0.797682211796745,0.478609391111071,19.4894035041397
12.375,3.33797097206116,0.573550224304199,-0,0.65809029340744,0.233034327626228,0,0.782172506378086,0.469303525171193,19.4994029010846
12.3775,3.33961606025696,0.574132919311523,-0,0.658049583435059,0.233149170875549,0,0.766650367880703,0.459990242072763,19.5094022980295
12.38,3.34126091003418,0.574716567993164,-0,0.658008933067322,0.233263999223709,0,0.751125294536411,0.450675198066188,19.5194016949744
12.3825,3.34290599822998,0.575299263000488,-0,0.65796822309494,0.233378857374191,0,0.735592804033567,0.441355725108823,19.5294010919193
12.385,3.34455060958862,0.575882911682129,-0,0.657927453517914,0.233493685722351,0,0.720053163176436,0.432031903241947,19.5394004888642
12.3875,3.34619522094727,0.57646656036377,-0,0.657886683940887,0.233608484268188,0,0.704506318604165,0.42270381250684,19.5493998858091
12.39,3.34783983230591,0.577051162719727,-0,0.657845914363861,0.233723297715187,0,0.688947788005111,0.413368704819578,19.559399282754
12.3925,3.34948420524597,0.577634811401367,-0,0.657805144786835,0.233838096261024,0,0.673387229693646,0.4040323698327,19.5693986796988
12.395,3.35112857818604,0.578220367431641,-0,0.657764315605164,0.233952909708023,0,0.657820001275571,0.394692032781854,19.5793980766437
12.3975,3.3527729511261,0.578804969787598,-0,0.657723426818848,0.234067693352699,0,0.642246369555148,0.385347827069174,19.5893974735886
12.4,3.35441708564758,0.579390525817871,-0,0.657682597637177,0.234182476997375,0,0.626666281171526,0.375999806055513,19.5993968705335
12.4025,3.35606122016907,0.579976081848145,-0,0.657641708850861,0.234297275543213,0,0.611080056289822,0.366648049782149,19.6093962674784
12.405,3.35770511627197,0.580561637878418,-0,0.657600820064545,0.234412029385567,0,0.595483052515833,0.357289863526012,19.6193956644233
12.4075,3.35934901237488,0.581148147583008,-0,0.657559931278229,0.234526798129082,0,0.579884928163934,0.347930983578787,19.6293950613682
12.41,3.3609926700592,0.581733703613281,-0,0.657518982887268,0.234641551971436,0,0.564281040839922,0.33856866185655,19.6393944583131
12.4125,3.36263632774353,0.582321166992188,-0,0.657477974891663,0.234756290912628,0,0.548671657348063,0.329203005081008,19.649393855258
12.415,3.36427974700928,0.582907676696777,-0,0.657437026500702,0.234871029853821,0,0.533056777688356,0.31983409329344,19.6593932522029
12.4175,3.3659234046936,0.583495140075684,-0,0.657396018505096,0.234985783696175,0,0.517431972910011,0.310459205090348,19.6693926491478
12.42,3.36756682395935,0.58408260345459,-0,0.657355010509491,0.235100507736206,0,0.501806741244844,0.301084076763418,19.6793920460927
12.4225,3.36921000480652,0.584671020507812,-0,0.657313942909241,0.235215231776237,0,0.48617660038121,0.291705986909152,19.6893914430376
12.425,3.37085294723511,0.585259437561035,-0,0.65727287530899,0.235329926013947,0,0.470541603679963,0.282324988888404,19.6993908399825
12.4275,3.37249612808228,0.585847854614258,-0,0.65723180770874,0.235444635152817,0,0.454902017945368,0.272941242783732,19.7093902369274
12.43,3.37413907051086,0.586435317993164,-0,0.65719074010849,0.235559344291687,0,0.439253174102796,0.263551920469933,19.7193896338723
12.4325,3.37578177452087,0.58702564239502,-0,0.657149612903595,0.235674023628235,0,0.423604757147047,0.254162864960399,19.7293890308172
12.435,3.37742447853088,0.587614059448242,-0,0.6571084856987,0.235788702964783,0,0.40795212468392,0.244771301490778,19.7393884277621
12.4375,3.37906718254089,0.588203430175781,-0,0.65706729888916,0.235903382301331,0,0.392295516837253,0.235377336782778,19.749387824707
12.44,3.38070964813232,0.588793754577637,-0,0.65702611207962,0.236018046736717,0,0.376634986967897,0.225980997516824,19.7593872216519
12.4425,3.38235187530518,0.589384078979492,-0,0.656984925270081,0.236132711172104,0,0.360966026083786,0.216579615650271,19.7693866185968
12.445,3.38399434089661,0.589974403381348,-0,0.656943678855896,0.236247375607491,0,0.345298239138438,0.207178954155233,19.7793860155417
12.4475,3.38563656806946,0.590564727783203,-0,0.656902432441711,0.236362010240555,0,0.329627037098505,0.197776238267359,19.7893854124866
12.45,3.38727855682373,0.591156005859375,-0,0.656861186027527,0.236476644873619,0,0.313952580046545,0.18837156136814,19.7993848094315
12.4525,3.38892078399658,0.591747283935547,-0,0.656819880008698,0.236591294407845,0,0.298275054745544,0.178965043519497,19.8093842063764
12.455,3.39056253433228,0.592338562011719,-0,0.656778633594513,0.236705914139748,0,0.282589792120875,0.169553896616866,19.8193836033213
12.4575,3.39220428466797,0.592930793762207,-0,0.656737267971039,0.236820533871651,0,0.266906530528188,0.160143923652998,19.8293830002662
12.46,3.39384603500366,0.593523025512695,-0,0.656695961952209,0.236935153603554,0,0.251220600892857,0.15073237654397,19.8393823972111
12.4625,3.39548778533936,0.594115257263184,-0,0.656654596328735,0.237049758434296,0,0.235532216658293,0.141319335331061,19.849381794156
12.465,3.39712905883789,0.594708442687988,-0,0.656613230705261,0.237164348363876,0,0.219841497886415,0.131904906735977,19.8593811911009
12.4675,3.39877080917358,0.595301628112793,-0,0.656571805477142,0.237278953194618,0,0.204143855543875,0.122486315994368,19.8693805880458
12.47,3.40041184425354,0.595894813537598,-0,0.656530380249023,0.237393528223038,0,0.188448961285258,0.113069379439198,19.8793799849907
12.4725,3.40205311775208,0.596487998962402,-0,0.656488955020905,0.237508103251457,0,0.17275219939679,0.103651322306117,19.8893793819356
12.475,3.40369415283203,0.597082138061523,-0,0.656447529792786,0.237622663378716,0,0.15705372996103,0.0942322446467247,19.8993787788805
12.4775,3.40533494949341,0.597676277160645,-0,0.656406044960022,0.237737223505974,0,0.141353726400749,0.0848122398425136,19.9093781758254
12.48,3.40697574615479,0.598270416259766,-0,0.656364500522614,0.237851783633232,0,0.125647546321746,0.0753885331291331,19.9193775727703
12.4825,3.40861678123474,0.598865509033203,-0,0.65632301568985,0.237966328859329,0,0.109944901399247,0.0659669408395484,19.9293769697152
12.485,3.41025733947754,0.599460601806641,-0,0.656281411647797,0.238080874085426,0,0.0942411625792641,0.0565447015496224,19.9393763666601
12.4875,3.41189813613892,0.600055694580078,-0,0.656239926815033,0.238195404410362,0,0.0785364966144619,0.0471218986356878,19.949375763605
12.49,3.41353845596313,0.600651741027832,-0,0.65619832277298,0.238309919834137,0,0.0628310569172928,0.037698635484397,19.9593751605499
12.4925,3.41517877578735,0.60124683380127,-0,0.656156718730927,0.238424435257912,0,0.047120231109035,0.028272140666453,19.9693745574948
12.495,3.41681909561157,0.60184383392334,-0,0.656115055084229,0.238538950681686,0,0.0314137041844882,0.0188482238447142,19.9793739544397
12.4975,3.41845893859863,0.602439880371094,-0,0.656073451042175,0.2386534512043,0,0.0157068704350373,0.00942412276128036,19.9893733513846
12.5,3.42009902000427,0.603035926818848,-0,0.656031787395477,0.238767951726913,0,-1.19248803838705e-07,-7.15492873921104e-08,19.9993727483295
12.5025,3.42173910140991,0.603633880615234,-0,0.655990123748779,0.238882437348366,0,-0.0157071088913486,-0.00942426533480917,20.0093721452744
12.505,3.42337870597839,0.604230880737305,-0,0.655948400497437,0.238996922969818,0,-0.0314187100995,-0.018851227060216,20.0193715422193
12.5075,3.42501854896545,0.604828834533691,-0,0.655906677246094,0.239111393690109,0,-0.0471252370240468,-0.0282751455494814,20.0293709391642
12.51,3.42665815353394,0.605426788330078,-0,0.655864953994751,0.2392258644104,0,-0.0628312970411308,-0.0376987788916891,20.0393703361091
12.5125,3.42829751968384,0.606023788452148,-0,0.655823230743408,0.23934032022953,0,-0.0785367367382999,-0.0471220453780332,20.049369733054
12.515,3.42993712425232,0.606622695922852,-0,0.655781447887421,0.23945477604866,0,-0.0942414027031021,-0.0565448482919679,20.0593691299989
12.5175,3.43157649040222,0.607221603393555,-0,0.655739605426788,0.23956923186779,0,-0.109949897309099,-0.0659699423875235,20.0693685269438
12.52,3.43321561813354,0.607820510864258,-0,0.655697762966156,0.239683657884598,0,-0.125652548901705,-0.0753915346771082,20.0793679238887
12.5225,3.43485474586487,0.608420372009277,-0,0.655655920505524,0.239798098802567,0,-0.141353953184374,-0.0848123799147524,20.0893673208336
12.525,3.43649387359619,0.609020233154297,-0,0.655614078044891,0.239912524819374,0,-0.157053970084868,-0.0942323847189636,20.0993667177785
12.5275,3.43813276290894,0.609619140625,-0,0.655572175979614,0.24002693593502,0,-0.172752439520628,-0.103651469048462,20.1093661147234
12.53,3.43977165222168,0.610219955444336,-0,0.655530273914337,0.240141347050667,0,-0.188453950525004,-0.113072380987173,20.1193655116683
12.5325,3.44141006469727,0.610819816589355,-0,0.65548837184906,0.240255743265152,0,-0.204148858123833,-0.122489330882556,20.1293649086132
12.535,3.44304847717285,0.611420631408691,-0,0.655446469783783,0.240370124578476,0,-0.219841738010253,-0.131905053478323,20.1393643055581
12.5375,3.44468712806702,0.612022399902344,-0,0.655404448509216,0.240484520792961,0,-0.235532456782131,-0.141319482073407,20.149363702503
12.54,3.44632530212402,0.61262321472168,-0,0.655362546443939,0.240598887205124,0,-0.251220841016695,-0.150732523286316,20.1593630994479
12.5425,3.44796371459961,0.613224983215332,-0,0.655320465564728,0.240713268518448,0,-0.266911519767933,-0.160146925200973,20.1693624963928
12.545,3.44960188865662,0.613826751708984,-0,0.655278503894806,0.240827634930611,0,-0.282594808041046,-0.169556884824628,20.1793618933377
12.5475,3.45124006271362,0.614429473876953,-0,0.655236423015594,0.240942001342773,0,-0.298275294869382,-0.178965176921629,20.1893612902826
12.55,3.45287799835205,0.615032196044922,-0,0.655194342136383,0.241056352853775,0,-0.313952820170383,-0.188371694770272,20.1993606872275
12.5525,3.4545156955719,0.615633964538574,-0,0.655152320861816,0.241170674562454,0,-0.329627277222343,-0.197776371669491,20.2093600841724
12.555,3.45615339279175,0.616236686706543,-0,0.655110239982605,0.241285011172295,0,-0.345303228378183,-0.207181942362995,20.2193594811173
12.5575,3.45779085159302,0.616840362548828,-0,0.655068099498749,0.241399332880974,0,-0.360971015323531,-0.216582617198247,20.2293588780622
12.56,3.45942854881287,0.617444038391113,-0,0.655025959014893,0.241513669490814,0,-0.376635253772162,-0.225981157599382,20.2393582750071
12.5625,3.46106576919556,0.618048667907715,-0,0.654983758926392,0.241627976298332,0,-0.39229575696109,-0.23537747018491,20.249357671952
12.565,3.46270322799683,0.61865234375,-0,0.654941618442535,0.24174228310585,0,-0.407952391488184,-0.244771461573337,20.2593570688969
12.5675,3.4643406867981,0.619256973266602,-0,0.654899418354034,0.241856589913368,0,-0.423609746386792,-0.254165853168161,20.2693564658418
12.57,3.46597766876221,0.619861602783203,-0,0.654857158660889,0.241970881819725,0,-0.439258163342541,-0.263554908677695,20.2793558627867
12.5725,3.46761465072632,0.620466232299805,-0,0.654814958572388,0.242085158824921,0,-0.454902284749632,-0.272941376185865,20.2893552597316
12.575,3.46925139427185,0.621071815490723,-0,0.654772698879242,0.242199435830116,0,-0.470541870484228,-0.282325122290537,20.2993546566765
12.5775,3.47088813781738,0.621677398681641,-0,0.654730379581451,0.242313697934151,0,-0.486176813824622,-0.291706120311285,20.3093540536214
12.58,3.47252488136292,0.622282981872559,-0,0.654688119888306,0.242427960038185,0,-0.501811703804163,-0.301087038290753,20.3193534505663
12.5825,3.47416162490845,0.622889518737793,-0,0.654645800590515,0.24254222214222,0,-0.51743693546933,-0.310462166617683,20.3293528475111
12.585,3.4757981300354,0.623496055603027,-0,0.65460342168808,0.242656469345093,0,-0.53305704449262,-0.319834226695572,20.339352244456
12.5875,3.4774341583252,0.624102592468262,-0,0.654561102390289,0.242770701646805,0,-0.548671870791475,-0.329203138483141,20.3493516414009
12.59,3.47907066345215,0.624710083007812,-0,0.654518723487854,0.242884948849678,0,-0.564281307644187,-0.338568795258683,20.3593510383458
12.5925,3.48070669174194,0.625316619873047,-0,0.654476284980774,0.242999166250229,0,-0.579889890723253,-0.347933945106122,20.3693504352907
12.595,3.48234272003174,0.625924110412598,-0,0.654433906078339,0.243113368749619,0,-0.595488068436005,-0.357292851733773,20.3793498322356
12.5975,3.48397850990295,0.626532554626465,-0,0.654391467571259,0.243227571249008,0,-0.611080269733233,-0.366648183184281,20.3893492291805
12.6,3.48561429977417,0.627140045166016,-0,0.654349029064178,0.243341773748398,0,-0.626666547975791,-0.375999939457645,20.3993486261254
12.6025,3.48725032806396,0.627748489379883,-0,0.654306530952454,0.243455991148949,0,-0.64224658299856,-0.385347960471307,20.4093480230703
12.605,3.4888858795166,0.628357887268066,-0,0.654264032840729,0.243570163846016,0,-0.657825017195743,-0.394695020989616,20.4193474200152
12.6075,3.49052143096924,0.628966331481934,-0,0.654221534729004,0.243684351444244,0,-0.673392192252965,-0.404035331360035,20.4293468169601
12.61,3.49215698242188,0.629576683044434,-0,0.654178977012634,0.243798539042473,0,-0.688952803925282,-0.41337169302734,20.439346213905
12.6125,3.49379205703735,0.630186080932617,-0,0.654136419296265,0.243912696838379,0,-0.704506532047577,-0.422703945908972,20.4493456108499
12.615,3.49542737007141,0.630796432495117,-0,0.65409380197525,0.244026854634285,0,-0.720053376619848,-0.432032036644079,20.4593450077948
12.6175,3.49706220626831,0.631405830383301,-0,0.654051244258881,0.24414099752903,0,-0.735597819953739,-0.441358713316585,20.4693444047397
12.62,3.49869728088379,0.632017135620117,-0,0.654008567333221,0.244255140423775,0,-0.75113025709573,-0.45067818627395,20.4793438016846
12.6225,3.50033235549927,0.632627487182617,-0,0.653966009616852,0.24436928331852,0,-0.766655277079169,-0.459993176919672,20.4893431986295
12.625,3.50196695327759,0.633237838745117,-0,0.653923332691193,0.244483396410942,0,-0.782172719821497,-0.469303685253751,20.4993425955744
12.6275,3.50360155105591,0.633849143981934,-0,0.653880655765533,0.244597524404526,0,-0.797682478601009,-0.478609497832776,20.5093419925193
12.63,3.50523614883423,0.634461402893066,-0,0.653837919235229,0.244711637496948,0,-0.813189035729348,-0.48791344278195,20.5193413894642
12.6325,3.50687050819397,0.635072708129883,-0,0.653795182704926,0.244825750589371,0,-0.828682892974699,-0.497209757129161,20.5293407864091
12.635,3.50850486755371,0.635684967041016,-0,0.653752446174622,0.244939848780632,0,-0.844168586009558,-0.506501162277905,20.539340183354
12.6375,3.51013898849487,0.636297225952148,-0,0.653709709644318,0.245053917169571,0,-0.859645954751365,-0.515787604867331,20.5493395802989
12.64,3.51177334785461,0.636910438537598,-0,0.653666973114014,0.245168030261993,0,-0.87511478575671,-0.525068871454026,20.5593389772438
12.6425,3.51340746879578,0.637523651123047,-0,0.65362411737442,0.245282098650932,0,-0.890579721419794,-0.534347843524047,20.5693383741887
12.645,3.51504111289978,0.638136863708496,-0,0.653581321239471,0.245396167039871,0,-0.90603121014795,-0.543618758105282,20.5793377711336
12.6475,3.51667499542236,0.638750076293945,-0,0.653538525104523,0.245510220527649,0,-0.921473627531114,-0.552884229879521,20.5893371680785
12.65,3.51830863952637,0.639364242553711,-0,0.653495669364929,0.245624274015427,0,-0.936907080290992,-0.562144258846766,20.5993365650234
12.6525,3.51994228363037,0.639978408813477,-0,0.653452813625336,0.245738312602043,0,-0.952331141540762,-0.57139873828531,20.6093359619683
12.655,3.5215756893158,0.640592575073242,-0,0.653409898281097,0.24585235118866,0,-0.967750613757183,-0.580650389598651,20.6193353589132
12.6575,3.52320909500122,0.641207695007324,-0,0.653366923332214,0.245966389775276,0,-0.983155891986736,-0.589893556536383,20.6293347558581
12.66,3.52484226226807,0.641822814941406,-0,0.653324007987976,0.24608039855957,0,-0.99855124509765,-0.599130800419443,20.639334152803
12.6625,3.52647542953491,0.642437934875488,-0,0.653281033039093,0.246194422245026,0,-1.01393699325504,-0.608362227969538,20.6493335497479
12.665,3.52810859680176,0.643054008483887,-0,0.65323805809021,0.24630843102932,0,-1.02931260285039,-0.617587572382404,20.6593329466928
12.6675,3.52974152565002,0.643669128417969,-0,0.653195083141327,0.246422439813614,0,-1.04468276963874,-0.626809715144096,20.6693323436377
12.67,3.53137445449829,0.644285202026367,-0,0.653152048587799,0.246536433696747,0,-1.06003799538828,-0.636022786560797,20.6793317405826
12.6725,3.53300714492798,0.644902229309082,-0,0.653109014034271,0.24665042757988,0,-1.07538265568895,-0.64522961475771,20.6893311375275
12.675,3.53463983535767,0.645519256591797,-0,0.653065979480743,0.246764406561852,0,-1.09071675054074,-0.654430093013129,20.6993305344724
12.6775,3.53627228736877,0.646135330200195,-0,0.653022885322571,0.246878370642662,0,-1.10604006650026,-0.663624061244495,20.7093299314173
12.68,3.53790473937988,0.64675235748291,-0,0.652979850769043,0.246992334723473,0,-1.12135708587913,-0.672814294216159,20.7193293283622
12.6825,3.53953695297241,0.647370338439941,-0,0.652936697006226,0.247106283903122,0,-1.13665841716725,-0.681995135677714,20.7293287253071
12.685,3.54116916656494,0.647988319396973,-0,0.652893543243408,0.247220233082771,0,-1.15194864939797,-0.691169200310952,20.739328122252
12.6875,3.54280114173889,0.648606300354004,-0,0.652850389480591,0.247334167361259,0,-1.16722735568446,-0.700336434755019,20.7493275191969
12.69,3.54443311691284,0.649225234985352,-0,0.652807235717773,0.247448101639748,0,-1.18249453602673,-0.709496785649064,20.7593269161418
12.6925,3.54606509208679,0.649844169616699,-0,0.652764022350311,0.247562035918236,0,-1.19775477945813,-0.718652921035731,20.7693263130867
12.695,3.54769682884216,0.65046215057373,-0,0.652720808982849,0.247675955295563,0,-1.21299858774683,-0.727799184664613,20.7793257100316
12.6975,3.54932832717896,0.651082038879395,-0,0.652677595615387,0.247789859771729,0,-1.22823033648279,-0.736938244578354,20.7893251069765
12.7,3.55096006393433,0.651701927185059,-0,0.65263432264328,0.247903779149055,0,-1.24345002566598,-0.746070047416102,20.7993245039214
12.7025,3.55259156227112,0.652321815490723,-0,0.652591049671173,0.24801766872406,0,-1.25865744185302,-0.755194486456152,20.8093239008663
12.705,3.55422282218933,0.652941703796387,-0,0.652547776699066,0.248131558299065,0,-1.27385706735553,-0.764314229741147,20.8193232978112
12.7075,3.55585384368896,0.653561592102051,-0,0.652504444122314,0.248245432972908,0,-1.2890394039417,-0.773423674381534,20.8293226947561
12.71,3.55748510360718,0.654183387756348,-0,0.652461111545563,0.248359307646751,0,-1.30420904064489,-0.782525488419958,20.839322091701
12.7125,3.55911612510681,0.654803276062012,-0,0.652417778968811,0.248473167419434,0,-1.31936587074338,-0.791619565134713,20.8493214886459
12.715,3.56074690818787,0.655425071716309,-0,0.652374386787415,0.248587027192116,0,-1.33450968079377,-0.800705851164945,20.8593208855908
12.7175,3.56237769126892,0.656046867370605,-0,0.652330994606018,0.248700872063637,0,-1.34964473966428,-0.809786907831594,20.8693202825357
12.72,3.56400847434998,0.656668663024902,-0,0.652287542819977,0.248814716935158,0,-1.36476218945334,-0.818857345688518,20.8793196794806
12.7225,3.56563901901245,0.657290458679199,-0,0.65224415063858,0.248928546905518,0,-1.37986597886406,-0.82791961933495,20.8893190764255
12.725,3.56726932525635,0.657913208007812,-0,0.652200698852539,0.249042376875877,0,-1.39495621461815,-0.836973782131743,20.8993184733704
12.7275,3.56889986991882,0.658535957336426,-0,0.652157187461853,0.249156206846237,0,-1.41003257655048,-0.846019620635484,20.9093178703153
12.73,3.57053017616272,0.659158706665039,-0,0.652113735675812,0.249270021915436,0,-1.42509965369441,-0.855059802888819,20.9193172672602
12.7325,3.57216024398804,0.659782409667969,-0,0.652070164680481,0.249383822083473,0,-1.44014816126154,-0.864088939445606,20.9293166642051
12.735,3.57379007339478,0.660406112670898,-0,0.652026653289795,0.249497622251511,0,-1.45518236812009,-0.873109484905077,20.93931606115
12.7375,3.57542014122009,0.661028861999512,-0,0.651983141899109,0.249611407518387,0,-1.47020227427006,-0.882121439267233,20.9493154580949
12.74,3.57704997062683,0.661653518676758,-0,0.651939570903778,0.249725192785263,0,-1.48520766626805,-0.891124642449514,20.9593148550398
12.7425,3.57867956161499,0.662278175354004,-0,0.651895940303802,0.249838963150978,0,-1.50020291970399,-0.90012181585542,20.9693142519847
12.745,3.58030915260315,0.66290283203125,-0,0.651852369308472,0.249952718615532,0,-1.51517874978948,-0.909107356595394,20.9793136489296
12.7475,3.58193874359131,0.663527488708496,-0,0.651808679103851,0.250066488981247,0,-1.53013985227957,-0.918083932712084,20.9893130458745
12.75,3.58356809616089,0.664153099060059,-0,0.651765048503876,0.250180244445801,0,-1.54508569356573,-0.927051437483781,20.9993124428194
12.7525,3.58519744873047,0.664778709411621,-0,0.6517214179039,0.250293970108032,0,-1.56001627364797,-0.936009764188782,21.0093118397643
12.755,3.58682632446289,0.665404319763184,-0,0.65167772769928,0.250407695770264,0,-1.57493596811622,-0.944961687591436,21.0193112367092
12.7575,3.58845567703247,0.666030883789062,-0,0.651633977890015,0.250521451234818,0,-1.58983570562548,-0.95390144471963,21.0293106336541
12.76,3.59008431434631,0.666657447814941,-0,0.65159022808075,0.250635147094727,0,-1.604719755044,-0.962831917059422,21.039310030599
12.7625,3.59171342849731,0.66728401184082,-0,0.651546478271484,0.250748872756958,0,-1.61958779620665,-0.971752677723988,21.0493094275439
12.765,3.59334206581116,0.667910575866699,-0,0.651502728462219,0.250862598419189,0,-1.63443993583513,-0.980664046878445,21.0593088244888
12.7675,3.594970703125,0.668537139892578,-0,0.651458978652954,0.250976294279099,0,-1.64928044279769,-0.98956837240032,21.0693082214337
12.77,3.59659910202026,0.66916561126709,-0,0.651415109634399,0.251089990139008,0,-1.66410024574933,-0.998460211482619,21.0793076183786
12.7725,3.59822750091553,0.669793128967285,-0,0.65137130022049,0.251203656196594,0,-1.67890350683656,-1.00734212544628,21.0893070153234
12.775,3.59985566139221,0.670421600341797,-0,0.651327431201935,0.251317322254181,0,-1.69369033278111,-1.01621432773471,21.0993064122683
12.7775,3.60148406028748,0.671050071716309,-0,0.65128356218338,0.25143101811409,0,-1.70846040341785,-1.02507628473939,21.1093058092132
12.78,3.603111743927,0.67167854309082,-0,0.651239693164825,0.251544654369354,0,-1.72321809433672,-1.03393087794638,21.1193052061581
12.7825,3.60473990440369,0.672307968139648,-0,0.651195764541626,0.251658320426941,0,-1.73795422747103,-1.04277266454866,21.129304603103
12.785,3.60636758804321,0.67293643951416,-0,0.651151835918427,0.251771956682205,0,-1.7526731784107,-1.05160399242378,21.1393040000479
12.7875,3.60799551010132,0.673565864562988,-0,0.651107907295227,0.251885592937469,0,-1.76737494715574,-1.06042507501515,21.1493033969928
12.79,3.60962295532227,0.674196243286133,-0,0.651063919067383,0.251999229192734,0,-1.78205932026274,-1.06923569887935,21.1593027939377
12.7925,3.61125040054321,0.674825668334961,-0,0.651019930839539,0.252112835645676,0,-1.79673035315651,-1.07803831861561,21.1693021908826
12.795,3.61287808418274,0.675457000732422,-0,0.650975942611694,0.25222647190094,0,-1.8113794013789,-1.08682770486036,21.1793015878275
12.7975,3.61450529098511,0.676087379455566,-0,0.650931894779205,0.252340048551559,0,-1.82601052035471,-1.09560631221283,21.1893009847724
12.8,3.61613249778748,0.676718711853027,-0,0.650887846946716,0.252453655004501,0,-1.84062349664054,-1.10437424739471,21.1993003817173
12.8025,3.61775922775269,0.677349090576172,-0,0.650843739509583,0.252567231655121,0,-1.8552185436798,-1.1131311902409,21.2092997786622
12.805,3.61938667297363,0.677980422973633,-0,0.650799691677094,0.252680838108063,0,-1.86979502114226,-1.12187703402969,21.2192991756071
12.8075,3.62101316452026,0.67861270904541,-0,0.65075558423996,0.252794414758682,0,-1.88435762478296,-1.13061466024714,21.229298572552
12.81,3.62264013290405,0.679244995117188,-0,0.650711417198181,0.252907991409302,0,-1.89889717653521,-1.13933830592113,21.2392979694969
12.8125,3.62426662445068,0.679876327514648,-0,0.650667309761047,0.253021538257599,0,-1.91341794526725,-1.14805085253771,21.2492973664418
12.815,3.62589335441589,0.680509567260742,-0,0.650623142719269,0.253135085105896,0,-1.92791993097906,-1.15675197993178,21.2592967633867
12.8175,3.62751960754395,0.681142807006836,-0,0.650578916072845,0.253248631954193,0,-1.94240270678384,-1.16544179482503,21.2692961603316
12.82,3.629145860672,0.68177604675293,-0,0.650534749031067,0.25336217880249,0,-1.95687096843663,-1.174122645095,21.2792955572765
12.8225,3.63077187538147,0.682409286499023,-0,0.650490522384644,0.253475695848465,0,-1.97131532442733,-1.1827891946564,21.2892949542214
12.825,3.63239812850952,0.683042526245117,-0,0.65044629573822,0.253589242696762,0,-1.98574025706757,-1.19144421827357,21.2992943511663
12.8275,3.63402390480042,0.683677673339844,-0,0.650402009487152,0.253702729940414,0,-2.00014555291395,-1.20008739578139,21.3092937481112
12.83,3.63564991950989,0.684310913085938,-0,0.650357723236084,0.253816246986389,0,-2.01453121196647,-1.20871883390159,21.3192931450561
12.8325,3.63727569580078,0.684946060180664,-0,0.650313436985016,0.253929734230042,0,-2.02890128964994,-1.21734088051167,21.329292542001
