t     , x                    , y                  , vx                  , vy                   , theta            , ax                  , ay                   , omega, z, vz, meas_pos_x         , meas_pos_y          , meas_vel_x          , meas_vel_y           , meas_heading_x       , meas_heading_y       , accel3_x            , accel3_y             , accel3_z         , gyro3_x              , gyro3_y              , gyro3_z              , mag3_x              , mag3_y               , mag3_z               , gps_x              , gps_y               , baro
  0.1 , -10.478828132333     , -48.8896119945027  , 9.77792239890055    , -2.09576562646659    ,  4.50124709526426, 0.419153125293319   , 1.95558447978011     ,   0.2, 0,  0, -10.4161298449577  , -48.661764429281    , 9.95374947780627    , -2.21032109193626    , -0.213499664757304   , -0.976943137111121   , 4.96615956758961    , -0.0483952320963039  , -9.94082634257639, 0.00345617640011155  , 0.00389162677598367  , -0.509290782982403   , -0.277464740805225  , -0.941684086639069   , 0.334572893062557    , -12.6033075797935  , -41.0694002638979   , 0.781273706525019
  0.11, -10.1735057398751    , -48.9540578600051  , 9.79081157200102    , -2.03470114797501    ,  4.50748809995842, 0.406940229595002   , 1.95816231440021     ,   0.2, 0,  0, -10.1395448232937  , -48.5872582850793   , 9.5817086322494     , -2.14700764866966    , -0.206961621227992   , -0.978349062113662   , -6.19817560659509   , -0.0234340136015302  , -9.6861766047462 , 0.00490140760939053  , 0.00457517645048852  , 0.623123090259082    , -0.326872012126856  , -0.594664252148888   , 0.153464000162156    , -6.29011803304228  , -47.2477842019037   , 0.899916426258291
  0.12, -9.69827023618171    , -49.0504184938925  , 9.8100836987785     , -1.93965404723634    ,  4.5171862647063 , 0.387930809447268   , 1.9620167397557      ,   0.2, 0,  0, -9.38638710331066  , -48.9129956056051   , 9.90730104076008    , -2.04760986676291    , -0.1949115863026     , -0.980820816217215   , -9.63271435572717   , -0.182332755165027   , -9.8970638169613 , 0.000340700328283891 , 0.00399170765321861  , 0.970293105999388    , -0.287229382163842  , -0.686974338255607   , 0.126732575954077    , -8.6284421975087   , -47.2550336303131   , -0.283643585016463
  0.13, -9.91493109752496    , -49.0070825629453  , 9.80141651258905    , -1.98298621950499    ,  4.51276721452802, 0.396597243900999   , 1.96028330251781     ,   0.2, 0,  0, -9.83188472347709  , -49.063836220715    , 9.76585308745348    , -2.10418895093842    , -0.200628967657182   , -0.979667299309727   , 4.73377919169548    , -0.105109509761707   , -9.9407804267053 , 0.00400206579485061  , 0.00158134478767615  , -0.440727931832085   , -0.30930232240321   , -0.902472737662157   , 0.104615802022484    , -7.87597558086116  , -49.6764827038532   , -0.741987931511631
  0.14, -9.70844582831756    , -49.0484054745781  , 9.80968109491562    , -1.94168916566351    ,  4.51697880876162, 0.388337833132702   , 1.96193621898312     ,   0.2, 0,  0, -9.56491643857898  , -48.9465464212011   , 9.73202179399463    , -1.94279789020039    , -0.1941882028917     , -0.980964291836197   , -3.94829854152241   , -0.0684283003325191  , -9.92927002009701, 0.00222158941553793  , 0.00205402960777312  , 0.41919591670664     , -0.159991327707317  , -0.92659393994371    , -0.00589452499793072 , -8.44417081518151  , -47.9681542067712   , -0.376374914242754
  0.15, -9.83702067439539    , -49.0227806662527  , 9.80455613325054    , -1.96740413487908    ,  4.51435673845796, 0.393480826975816   , 1.96091122665011     ,   0.2, 0,  0, -9.73488081537836  , -49.0777203480505   , 9.82248291076637    , -1.92105551952225    , -0.202622668792129   , -0.979256888712842   , 2.55361645391482    , -0.20596280719143    , -9.79370962147519, 0.00206358704715458  , -0.00084079340440865 , -0.264472064183242   , 0.0610381132482637  , -1.00876979104788    , 0.16522627323457     , -8.5762972775897   , -49.5600357686468   , 0.777824799657933
  0.16, -10.3592013011415    , -48.9150993907038  , 9.78301987814075    , -2.07184026022831    ,  4.50369333266617, 0.414368052045662   , 1.95660397562815     ,   0.2, 0,  0, -10.3220326787684  , -48.7043852690715   , 9.49985065031983    , -2.19512897012713    , -0.211533919925949   , -0.977370656772937   , 10.724609841108     , -0.158578864515028   , -9.84655931177303, 0.000130876672841336 , 0.00277703110561016  , -1.06648100304897    , -0.0347360145467969 , -0.783722978877334   , -0.118032777536983   , -9.80422835335222  , -47.6555671701213   , -0.509356047530865
  0.17, -9.28487569904445    , -49.1303478845132  , 9.82606957690265    , -1.85697513980889    ,  4.525607304986  , 0.371395027961778   , 1.96521391538053     ,   0.2, 0,  0, -9.33987393452454  , -49.0838117575162   , 9.78931641678067    , -1.87302463001497    , -0.188531113111559   , -0.98206721734763    , -21.7926137737329   , 0.279714722749359    , -9.89602483889639, 0.00412813173718723  , 0.00255764714610989  , 2.18956762718072     , -0.0308649126398297 , -0.874606724250689   , -0.174806593447788   , -8.51169976123714  , -47.2203497251551   , 0.000849017091469348
  0.18, -9.91272972113418    , -49.0075278857824  , 9.80150557715649    , -1.98254594422684    ,  4.51281213387995, 0.396509188845367   , 1.9603011154313      ,   0.2, 0,  0, -9.89803562830364  , -48.776031988568    , 9.7145566285068     , -2.15945923969828    , -0.201307129157072   , -0.979528172004531   , 12.7081575403181    , 0.107086555195331    , -9.8007396749115 , 0.00216050466150253  , 0.00235683454790114  , -1.27769535673423    , -0.0128208887452633 , -1.06659980276236    , -0.243076948236607   , -8.76931371702663  , -46.9155947408854   , 0.253655080659639
  0.19, -9.68161350576335    , -49.0537089313848  , 9.81074178627696    , -1.93632270115267    ,  4.51752583717273, 0.387264540230534   , 1.96214835725539     ,   0.2, 0,  0, -9.59762767659128  , -48.8928731241865   , 9.60588709111358    , -2.33493748986213    , -0.194941206346966   , -0.980814929570298   , -4.79870455615525   , -0.0522496751883267  , -9.7080762764718 , 0.000179921695428488 , 0.00388131541025882  , 0.472810566912036    , -0.259806489427665  , -0.847360629509568   , 0.0576764298950371   , -8.96593703839436  , -46.8600707019645   , -0.683536980872505
  0.2 , -8.657951564358      , -49.2446938736473  , 9.84893877472945    , -1.7315903128716     ,  4.53835272570849, 0.34631806257432    , 1.96978775494589     ,   0.2, 0,  0, -8.67775835373898  , -49.0795441895856   , 9.68756354582432    , -1.96428918955537    , -0.177246880373832   , -0.984166420580252   , -20.7751056538006   , 0.137189448824118    , -9.79249472714216, 0.00101665054380702  , 0.000608235025840466 , 2.08213964374352     , 0.174911454061601   , -1.0522895291257     , -0.106155191262456   , -9.4414751073391   , -47.7764716917981   , 0.135078829502825
